segment.id	ID	chrom	loc.start	loc.end	num.mark	seg.mean	copy.number	segment.size.kb
336	DLBCL_Ly3	7	64025190	66437413	901	0.0575	2.081321739	2412.223
337	DLBCL_Ly3	7	66440657	71599158	3491	-0.209	1.730273381	5158.501
338	DLBCL_Ly3	7	71602666	77220199	1841	0.0113	2.015726636	5617.533
339	DLBCL_Ly3	7	77220224	79740876	1894	-0.1206	1.83961007	2520.652
340	DLBCL_Ly3	7	79741806	88405623	5609	-0.0284	1.961014224	8663.817
341	DLBCL_Ly3	7	88408488	88430387	24	-0.6915	1.23841942	21.899
342	DLBCL_Ly3	7	88434757	89566865	741	-0.1164	1.844973379	1132.108
343	DLBCL_Ly3	7	89569916	94279569	3086	0.0228	2.031858591	4709.653
344	DLBCL_Ly3	7	94280008	101631157	3900	-0.0568	1.922788393	7351.149
345	DLBCL_Ly3	7	101632244	108038090	4007	0.0325	2.045565877	6405.846
346	DLBCL_Ly3	7	108041829	113444904	3449	-0.0655	1.911228139	5403.075
347	DLBCL_Ly3	7	113446931	121036829	4570	0.0307	2.043015288	7589.898
348	DLBCL_Ly3	7	121037602	127584254	4161	-0.0689	1.90672925	6546.652
349	DLBCL_Ly3	7	127586379	129161893	821	0.0582	2.082331848	1575.514
350	DLBCL_Ly3	7	129165019	140105290	7185	-0.0613	1.916800248	10940.271
351	DLBCL_Ly3	7	140116037	140255628	172	0.2643	2.402106307	139.591
352	DLBCL_Ly3	7	140255841	142019457	1341	-0.0259	1.964415349	1763.616
353	DLBCL_Ly3	7	142019965	142154515	87	0.3844	2.610633616	134.55
354	DLBCL_Ly3	7	142155613	142167474	42	1.1445	4.421390011	11.861
355	DLBCL_Ly3	7	142176260	142202812	27	0.3759	2.595297635	26.552
356	DLBCL_Ly3	7	142203700	143501007	842	-0.0315	1.956805006	1297.307
357	DLBCL_Ly3	7	143501178	147711396	2821	-0.1263	1.832356222	4210.218
358	DLBCL_Ly3	7	147712657	152166841	2466	-0.0354	1.95152237	4454.184
359	DLBCL_Ly3	7	152170108	158819753	4745	-0.1455	1.808131996	6649.645
360	DLBCL_Ly3	8	21242	152660	8	0.1171	2.169105163	131.418
361	DLBCL_Ly3	8	152820	583041	335	-0.6213	1.300169756	430.221
362	DLBCL_Ly3	8	584932	585896	12	1.3125	4.967431248	0.964
363	DLBCL_Ly3	8	591043	1354463	587	-0.6795	1.248763262	763.42
364	DLBCL_Ly3	8	1354757	1359806	15	-1.5965	0.661356472	5.049
365	DLBCL_Ly3	8	1361033	4127094	3305	-0.6225	1.299088755	2766.061
366	DLBCL_Ly3	8	4128796	4131148	7	0.6569	3.153382113	2.352
367	DLBCL_Ly3	8	4132298	5116073	1450	-0.6312	1.291278329	983.775
368	DLBCL_Ly3	8	5118615	6771394	2234	-0.1014	1.86425602	1652.779
369	DLBCL_Ly3	8	6771627	6772381	3	1.6883	6.4455345	0.754
370	DLBCL_Ly3	8	6772523	6778242	18	-0.079	1.893427262	5.719
371	DLBCL_Ly3	8	6778969	6783577	13	-1.4995	0.707351888	4.608
372	DLBCL_Ly3	8	6784942	6827103	70	-0.0964	1.870728248	42.161
373	DLBCL_Ly3	8	6827695	6847060	4	1.2248	4.674460931	19.365
374	DLBCL_Ly3	8	6859280	7174044	103	-0.1498	1.802750822	314.764
375	DLBCL_Ly3	8	7176768	7825360	176	-0.8422	1.115584659	648.592
376	DLBCL_Ly3	8	7836156	8321077	259	-0.0727	1.901713612	484.921
377	DLBCL_Ly3	8	8324443	8328767	6	-1.6023	0.658702988	4.324
378	DLBCL_Ly3	8	8329143	12242613	3171	-0.0828	1.888446614	3913.47
379	DLBCL_Ly3	8	12260368	12355997	67	-1.2118	0.863459251	95.629
380	DLBCL_Ly3	8	12366256	14329570	1833	-0.1212	1.838845157	1963.314
381	DLBCL_Ly3	8	14330561	14330679	3	-3.0596	0.23988253	0.118
382	DLBCL_Ly3	8	14330923	15136755	784	-0.0389	1.946793685	805.832
383	DLBCL_Ly3	8	15137084	15941469	748	-0.2137	1.724645683	804.385
384	DLBCL_Ly3	8	15942370	20289682	3987	-0.0941	1.873713013	4347.312
385	DLBCL_Ly3	8	20290225	21773751	1299	-0.1864	1.757591746	1483.526
386	DLBCL_Ly3	8	21776921	23225400	794	0.0075	2.01042428	1448.479
387	DLBCL_Ly3	8	23234924	23235223	4	1.3257	5.013089531	0.299
388	DLBCL_Ly3	8	23235696	24564296	978	0.0014	2.001941754	1328.6
389	DLBCL_Ly3	8	24564728	27586701	2418	-0.1039	1.861028308	3021.973
390	DLBCL_Ly3	8	27587848	31222989	2346	-0.0057	1.992113712	3635.141
391	DLBCL_Ly3	8	31227074	37640816	4040	-0.1168	1.844461915	6413.742
392	DLBCL_Ly3	8	37642866	39344996	823	0.0132	2.018383056	1702.13
393	DLBCL_Ly3	8	39345033	39506110	67	0.4424	2.717725978	161.077
394	DLBCL_Ly3	8	39507444	40152078	444	-0.0426	1.941807248	644.634
395	DLBCL_Ly3	8	40152457	41339656	927	-0.1647	1.78422802	1187.199
396	DLBCL_Ly3	8	41345246	49108173	2083	-0.0451	1.938445266	7762.927
397	DLBCL_Ly3	8	49111177	65011178	10451	-0.5483	1.367650879	15900.001
398	DLBCL_Ly3	8	65011439	65011660	6	2.087	8.497273492	0.221
399	DLBCL_Ly3	8	65012052	68227648	1654	-0.4859	1.428102965	3215.596
400	DLBCL_Ly3	8	68237001	76729523	5618	-0.0471	1.935759872	8492.522
401	DLBCL_Ly3	8	76731686	76732714	3	-1.9113	0.53170576	1.028
402	DLBCL_Ly3	8	76735008	84170439	4418	-0.0323	1.955720224	7435.431
403	DLBCL_Ly3	8	84171465	89380901	2867	-0.1121	1.850480586	5209.436
404	DLBCL_Ly3	8	89382542	95228408	3535	-0.0386	1.947198552	5845.866
405	DLBCL_Ly3	8	95230953	105339502	6391	-0.0041	1.994324262	10108.549
406	DLBCL_Ly3	8	105340071	112360670	4324	-0.0766	1.896579701	7020.599
407	DLBCL_Ly3	8	112363443	112364424	10	0.9051	3.745348589	0.981
408	DLBCL_Ly3	8	112369457	113105227	390	-0.1323	1.824751491	735.77
409	DLBCL_Ly3	8	113106673	113292171	100	-0.6566	1.268743121	185.498
410	DLBCL_Ly3	8	113292605	113361262	44	-0.1337	1.8229816	68.657
411	DLBCL_Ly3	8	113361610	113491593	84	-0.5865	1.331913139	129.983
412	DLBCL_Ly3	8	113492910	115710152	1265	-0.0426	1.941807248	2217.242
413	DLBCL_Ly3	8	115710166	115710895	11	-1.3904	0.762918049	0.729
414	DLBCL_Ly3	8	115719861	139108771	17344	-0.0361	1.950575715	23388.91
415	DLBCL_Ly3	8	139109471	140602292	1332	-0.2287	1.70680708	1492.821
416	DLBCL_Ly3	8	140602586	141739448	801	-0.0981	1.868525173	1136.862
417	DLBCL_Ly3	8	141742692	142085967	198	0.1746	2.257302866	343.275
418	DLBCL_Ly3	8	142086091	144796206	1322	-0.1166	1.844717629	2710.115
419	DLBCL_Ly3	8	144796601	144797087	2	-3.0913	0.234669134	0.486
420	DLBCL_Ly3	8	144798796	146268947	513	0.0028	2.003885393	1470.151
421	DLBCL_Ly3	9	36431	68775	9	-0.2525	1.678881029	32.344
422	DLBCL_Ly3	9	78018	592891	521	0.3075	2.475122621	514.873
423	DLBCL_Ly3	9	596687	596949	4	-1.8866	0.540887327	0.262
424	DLBCL_Ly3	9	597295	5053551	4845	0.2655	2.404105154	4456.256
425	DLBCL_Ly3	9	5055360	5096788	64	0.7164	3.286153792	41.428
426	DLBCL_Ly3	9	5098562	5121027	37	0.3717	2.587753145	22.465
427	DLBCL_Ly3	9	5124065	5124615	2	-3.7449	0.149177308	0.55
428	DLBCL_Ly3	9	5128405	5576944	344	0.3466	2.543120813	448.539
429	DLBCL_Ly3	9	5581838	5582727	3	-3.6918	0.154770241	0.889
430	DLBCL_Ly3	9	5585829	7037859	1053	0.3466	2.543120813	1452.03
431	DLBCL_Ly3	9	7038114	9179356	2177	0.1422	2.207173438	2141.242
432	DLBCL_Ly3	9	9180217	16018394	5796	0.2479	2.374954707	6838.177
433	DLBCL_Ly3	9	16020903	16021080	3	-2.7257	0.302351785	0.177
434	DLBCL_Ly3	9	16021471	20397934	3984	0.19	2.281527432	4376.463
435	DLBCL_Ly3	9	20398608	21770286	1099	0.3308	2.515421208	1371.678
436	DLBCL_Ly3	9	21774810	22145190	260	-2.4114	0.375946689	370.38
437	DLBCL_Ly3	9	22149622	27226632	3684	0.2397	2.361494213	5077.01
438	DLBCL_Ly3	9	27238177	27238644	5	-1.9347	0.523151245	0.467
439	DLBCL_Ly3	9	27238727	29081085	1575	0.2527	2.382869594	1842.358
440	DLBCL_Ly3	9	29084537	29084985	2	-2.5357	0.344911945	0.448
441	DLBCL_Ly3	9	29087668	44181801	6830	0.2955	2.454620514	15094.133
442	DLBCL_Ly3	9	44183418	44406980	21	1.4157	5.335783018	223.562
443	DLBCL_Ly3	9	44409312	44667843	3	0.1874	2.277419405	258.531
444	DLBCL_Ly3	9	44669735	44688229	8	-1.4295	0.742519078	18.494
445	DLBCL_Ly3	9	44688407	45928841	94	0.2085	2.310972352	1240.434
446	DLBCL_Ly3	9	45928843	45929598	4	2.3702	10.34025601	0.755
447	DLBCL_Ly3	9	45929929	88289182	13690	0.2872	2.440539328	42359.253
448	DLBCL_Ly3	9	88289241	90752195	1881	0.1264	2.183132963	2462.954
449	DLBCL_Ly3	9	90752351	109307288	13064	0.2944	2.452749672	18554.937
450	DLBCL_Ly3	9	109307301	110373759	990	0.1268	2.18373834	1066.458
451	DLBCL_Ly3	9	110375089	112064263	1441	0.2981	2.459048177	1689.174
452	DLBCL_Ly3	9	112064598	112067978	3	-3.4781	0.179480623	3.38
453	DLBCL_Ly3	9	112072252	117907477	4405	0.3258	2.506718512	5835.225
454	DLBCL_Ly3	9	117911302	122019466	3586	0.2058	2.306651418	4108.164
455	DLBCL_Ly3	9	122021238	136640208	8872	0.2997	2.461776861	14618.97
456	DLBCL_Ly3	9	136642816	137858802	799	0.1508	2.220369837	1215.986
457	DLBCL_Ly3	9	137859477	140211203	878	0.3023	2.466217433	2351.726
458	DLBCL_Ly3	10	62747	2723921	2150	-0.611	1.309485423	2661.174
459	DLBCL_Ly3	10	2723943	4445408	1788	-0.5119	1.402596468	1721.465
460	DLBCL_Ly3	10	4446298	4446618	2	1.876	7.341119058	0.32
461	DLBCL_Ly3	10	4447332	6451077	1668	-0.4855	1.428498974	2003.745
462	DLBCL_Ly3	10	6451209	6451475	6	1.5011	5.66116903	0.266
463	DLBCL_Ly3	10	6458760	9051752	2418	-0.5437	1.372018562	2592.992
464	DLBCL_Ly3	10	9051869	9053840	2	-2.9052	0.266979338	1.971
465	DLBCL_Ly3	10	9053980	11360105	1969	-0.5863	1.332097794	2306.125
466	DLBCL_Ly3	10	11360284	12646925	831	-0.4068	1.508589197	1286.641
467	DLBCL_Ly3	10	12648682	14530175	1817	-0.5222	1.392618409	1881.493
468	DLBCL_Ly3	10	14530553	15255510	571	-0.4156	1.49941527	724.957
469	DLBCL_Ly3	10	15256425	26122122	7736	-0.5382	1.377259104	10865.697
470	DLBCL_Ly3	10	26124100	29808505	2741	-0.437	1.477338064	3684.405
471	DLBCL_Ly3	10	29810502	33428986	2636	-0.4924	1.421683182	3618.484
472	DLBCL_Ly3	10	33429358	35284433	1364	-0.629	1.293248932	1855.075
473	DLBCL_Ly3	10	35284636	35711391	186	-0.3558	1.562872405	426.755
474	DLBCL_Ly3	10	35712012	37654497	1347	-0.5826	1.335518536	1942.485
475	DLBCL_Ly3	10	37655572	39008805	659	-0.4497	1.464390176	1353.233
476	DLBCL_Ly3	10	39027117	39040360	10	0.4804	2.79026085	13.243
477	DLBCL_Ly3	10	39050621	42905952	558	-0.5249	1.390014565	3855.331
478	DLBCL_Ly3	10	42907333	42909764	17	0.2641	2.401773327	2.431
479	DLBCL_Ly3	10	42909860	43539197	452	-0.4687	1.445230894	629.337
480	DLBCL_Ly3	10	43542285	44708350	971	-0.6344	1.288417356	1166.065
481	DLBCL_Ly3	10	44711487	68686988	15339	-0.5043	1.410004728	23975.501
482	DLBCL_Ly3	10	68687092	70721649	1146	-0.3828	1.533895288	2034.557
483	DLBCL_Ly3	10	70722475	70952713	157	-0.5675	1.349570179	230.238
484	DLBCL_Ly3	10	70952836	70963188	10	0.3892	2.619333938	10.352
485	DLBCL_Ly3	10	70963559	73074397	1772	-0.5173	1.39735637	2110.838
486	DLBCL_Ly3	10	73074608	76957840	1849	-0.3986	1.517188141	3883.232
487	DLBCL_Ly3	10	76958051	77927055	731	-0.6042	1.315672122	969.004
488	DLBCL_Ly3	10	77927604	77930579	2	3.8461	28.76215762	2.975
489	DLBCL_Ly3	10	77931261	81407262	2537	-0.5325	1.382711335	3476.001
490	DLBCL_Ly3	10	81412179	81425081	4	1.0519	4.146516979	12.902
491	DLBCL_Ly3	10	81425155	88030744	4881	-0.5396	1.375923252	6605.589
492	DLBCL_Ly3	10	88032498	88946309	460	-0.4066	1.508798346	913.811
493	DLBCL_Ly3	10	88948528	89102861	21	0.3915	2.623513111	154.333
494	DLBCL_Ly3	10	89107268	89601846	284	-0.4064	1.509007525	494.578
495	DLBCL_Ly3	10	89602004	89768301	249	-0.1282	1.829944634	166.297
496	DLBCL_Ly3	10	89768843	95067543	3514	-0.4269	1.48771688	5298.7
497	DLBCL_Ly3	10	95067612	95220570	136	-0.7072	1.225015497	152.958
498	DLBCL_Ly3	10	95220797	96822047	950	-0.4712	1.442728668	1601.25
499	DLBCL_Ly3	10	96841438	96855279	23	0.1845	2.272846102	13.841
500	DLBCL_Ly3	10	96859041	99434720	1734	-0.4149	1.500142968	2575.679
501	DLBCL_Ly3	10	99435112	100958979	1023	-0.547	1.368883813	1523.867
502	DLBCL_Ly3	10	100959227	105072241	2159	-0.4247	1.489987265	4113.014
503	DLBCL_Ly3	10	105072945	111997689	5039	-0.5109	1.403569011	6924.744
504	DLBCL_Ly3	10	112000820	112001474	3	-2.554	0.340564509	0.654
505	DLBCL_Ly3	10	112002230	113068325	775	-0.465	1.448942155	1066.095
506	DLBCL_Ly3	10	113068735	120519391	5398	-0.5694	1.347793992	7450.656
507	DLBCL_Ly3	10	120519984	123336106	2383	-0.4674	1.446533766	2816.122
508	DLBCL_Ly3	10	123336180	123337714	11	0.5098	2.847705588	1.534
509	DLBCL_Ly3	10	123338345	127661193	3100	-0.5302	1.384917464	4322.848
510	DLBCL_Ly3	10	127661855	130151425	2091	-0.6281	1.294055954	2489.57
511	DLBCL_Ly3	10	130152896	130155302	7	0.8227	3.537426078	2.406
512	DLBCL_Ly3	10	130155714	135356682	3756	-0.6496	1.27491406	5200.968
513	DLBCL_Ly3	11	188510	1900778	641	-0.1137	1.848429475	1712.268
514	DLBCL_Ly3	11	1910391	1917764	7	0.9466	3.854650347	7.373
515	DLBCL_Ly3	11	1923847	4252320	1235	-0.0663	1.910168623	2328.473
516	DLBCL_Ly3	11	4252795	4257940	4	-2.7128	0.305067416	5.145
517	DLBCL_Ly3	11	4257955	5743969	1548	-0.0802	1.891853009	1486.014
518	DLBCL_Ly3	11	5744644	5765703	33	-2.5233	0.347889249	21.059
519	DLBCL_Ly3	11	5765902	10920665	3698	-0.0346	1.952604824	5154.763
520	DLBCL_Ly3	11	10922192	12001414	1082	-0.1332	1.823613507	1079.222
521	DLBCL_Ly3	11	12004863	12005072	2	-2.9441	0.259876845	0.209
522	DLBCL_Ly3	11	12005124	12609544	584	-0.1662	1.782373885	604.42
523	DLBCL_Ly3	11	12616479	12616905	2	-2.0942	0.468395785	0.426
524	DLBCL_Ly3	11	12617000	13386397	700	-0.1682	1.779904702	769.397
525	DLBCL_Ly3	11	13386537	15000219	941	-0.0431	1.941134386	1613.682
526	DLBCL_Ly3	11	15000491	16020951	796	-0.1774	1.768590445	1020.46
527	DLBCL_Ly3	11	16021078	18896898	1870	-0.0469	1.936028244	2875.82
528	DLBCL_Ly3	11	18897420	18927312	71	0.4761	2.781956767	29.892
529	DLBCL_Ly3	11	18927739	34518823	11537	-0.088	1.881652215	15591.084
530	DLBCL_Ly3	11	34519515	35665646	1128	0.0261	2.036511555	1146.131
531	DLBCL_Ly3	11	35667571	43360682	5364	-0.0736	1.900527631	7693.111
532	DLBCL_Ly3	11	43363229	45947380	1904	-0.0201	1.972328693	2584.151
533	DLBCL_Ly3	11	45950566	47937114	830	0.099	2.142061646	1986.548
534	DLBCL_Ly3	11	47938279	49808604	893	-0.008	1.988940337	1870.325
535	DLBCL_Ly3	11	49809979	55203801	767	-0.1158	1.845740842	5393.822
536	DLBCL_Ly3	11	55203896	68985046	7309	0.0339	2.04755187	13781.15
537	DLBCL_Ly3	11	68986259	70846342	1182	-0.106	1.858321349	1860.083
538	DLBCL_Ly3	11	70847195	71329265	213	0.0022	2.003052174	482.07
539	DLBCL_Ly3	11	71332657	78073687	3654	0.0876	2.125202036	6741.03
540	DLBCL_Ly3	11	78078124	78517289	405	-0.1166	1.844717629	439.165
541	DLBCL_Ly3	11	78523774	79645152	910	0.0669	2.09492704	1121.378
542	DLBCL_Ly3	11	79645184	79645200	2	-2.6521	0.318176679	0.016
543	DLBCL_Ly3	11	79645322	86538487	4997	0.0767	2.109205991	6893.165
544	DLBCL_Ly3	11	86540867	89114467	1791	0.0016	2.002219301	2573.6
545	DLBCL_Ly3	11	89127585	92539096	2302	-0.0893	1.879957438	3411.511
546	DLBCL_Ly3	11	92539201	96209805	2711	0.011	2.015307521	3670.604
547	DLBCL_Ly3	11	96210054	108163148	8660	-0.1238	1.835534206	11953.094
548	DLBCL_Ly3	11	108166235	111826714	2400	0.2821	2.431927129	3660.479
549	DLBCL_Ly3	11	111827590	112698567	662	0.0979	2.140429028	870.977
550	DLBCL_Ly3	11	112699173	113118968	302	0.2415	2.364442405	419.795
551	DLBCL_Ly3	11	113119079	113243580	81	0.5736	2.976465145	124.501
552	DLBCL_Ly3	11	113243974	121908822	6328	0.232	2.348923942	8664.848
553	DLBCL_Ly3	11	121909235	121909404	2	2.4502	10.92983715	0.169
554	DLBCL_Ly3	11	121909523	122339211	336	0.2458	2.371500216	429.688
555	DLBCL_Ly3	11	122339246	122339548	5	1.4636	5.515914139	0.302
556	DLBCL_Ly3	11	122339561	125741512	2539	0.2285	2.343232324	3401.951
557	DLBCL_Ly3	11	125742691	126054212	246	0.1435	2.209163199	311.521
558	DLBCL_Ly3	11	126054443	126054467	2	2.5163	11.44225899	0.024
559	DLBCL_Ly3	11	126054713	126708715	593	0.1025	2.147264629	654.002
560	DLBCL_Ly3	11	126708775	126709149	12	1.0018	4.004993774	0.374
561	DLBCL_Ly3	11	126709174	127422970	493	0.1185	2.171211098	713.796
562	DLBCL_Ly3	11	127423125	128099371	688	0.3242	2.503940013	676.246
563	DLBCL_Ly3	11	128100149	128461345	312	0.1554	2.227460734	361.196
564	DLBCL_Ly3	11	128462591	128631726	83	0.4306	2.695587984	169.135
565	DLBCL_Ly3	11	128631916	129157015	355	0.0795	2.113303539	525.099
566	DLBCL_Ly3	11	129157104	129484924	173	0.3863	2.614074033	327.82
567	DLBCL_Ly3	11	129484955	132320411	2314	0.1487	2.217140198	2835.456
568	DLBCL_Ly3	11	132320578	134449982	1665	0.0635	2.089995738	2129.404
569	DLBCL_Ly3	12	20691	735985	435	-0.0082	1.988664631	715.294
570	DLBCL_Ly3	12	736231	746495	21	0.6064	3.044910873	10.264
571	DLBCL_Ly3	12	746549	1772425	615	0.0205	2.028621905	1025.876
572	DLBCL_Ly3	12	1773651	5169541	2756	-0.071	1.903955817	3395.89
573	DLBCL_Ly3	12	5169766	5738162	557	-0.2197	1.717487977	568.396
574	DLBCL_Ly3	12	5738463	6447925	500	-0.0843	1.886484178	709.462
575	DLBCL_Ly3	12	6448730	11106627	2613	0.0383	2.053806124	4657.897
576	DLBCL_Ly3	12	11108104	11132787	14	-1.4633	0.725325261	24.683
577	DLBCL_Ly3	12	11143129	20832505	6721	-0.0313	1.957076296	9689.376
578	DLBCL_Ly3	12	20834843	20962575	78	-0.5121	1.40240204	127.732
579	DLBCL_Ly3	12	20965962	23282705	1650	0.0109	2.015167835	2316.743
580	DLBCL_Ly3	12	23290050	28081919	3623	0.0604	2.085509668	4791.869
581	DLBCL_Ly3	12	28082615	30042037	1437	0.0069	2.009588342	1959.422
582	DLBCL_Ly3	12	30042116	31302318	1113	-0.1108	1.85214879	1260.202
583	DLBCL_Ly3	12	31302469	33278012	1395	0.0195	2.027216258	1975.543
584	DLBCL_Ly3	12	33280084	33286397	5	-1.582	0.668037039	6.313
585	DLBCL_Ly3	12	33286673	34148159	553	-0.0823	1.889101214	861.486
586	DLBCL_Ly3	12	34148227	34166661	10	-1.3499	0.784638483	18.434
587	DLBCL_Ly3	12	34167049	64033859	17052	0.0037	2.005135872	29866.81
588	DLBCL_Ly3	12	64035299	88499834	15682	-0.0385	1.947333526	24464.535
589	DLBCL_Ly3	12	88499867	95878227	5109	0.0153	2.021323172	7378.36
590	DLBCL_Ly3	12	95880805	97436132	1249	-0.085	1.885569072	1555.327
591	DLBCL_Ly3	12	97436159	104707800	4916	0.0172	2.023986967	7271.641
592	DLBCL_Ly3	12	104708342	106765155	1492	-0.0869	1.88308745	2056.813
593	DLBCL_Ly3	12	106765729	110823398	2319	-0.005	1.993080526	4057.669
594	DLBCL_Ly3	12	110823991	111399801	325	0.1807	2.266867395	575.81
595	DLBCL_Ly3	12	111399865	112609605	844	-0.0169	1.976708313	1209.74
596	DLBCL_Ly3	12	112609622	114720783	1942	-0.1985	1.742912327	2111.161
597	DLBCL_Ly3	12	114720850	116245923	1044	-0.0423	1.942211078	1525.073
598	DLBCL_Ly3	12	116247082	118628903	1803	-0.1361	1.819951494	2381.821
599	DLBCL_Ly3	12	118631059	124538348	3045	-0.0337	1.953823302	5907.289
600	DLBCL_Ly3	12	124539429	128220748	3386	-0.1507	1.801626558	3681.319
601	DLBCL_Ly3	12	128221462	130463650	1960	-0.2336	1.701019878	2242.188
602	DLBCL_Ly3	12	130463886	130466076	6	-1.4057	0.754869939	2.19
603	DLBCL_Ly3	12	130468902	131834943	650	-0.0825	1.888839347	1366.041
604	DLBCL_Ly3	12	131837881	132034386	83	-1.1988	0.871274968	196.505
605	DLBCL_Ly3	12	132052022	132288250	151	0.0576	2.08146601	236.228
606	DLBCL_Ly3	13	17924937	18675258	384	0.115	2.165950091	750.321
607	DLBCL_Ly3	13	18679448	21128380	1498	0.3495	2.54823795	2448.932
608	DLBCL_Ly3	13	21128692	22217947	912	0.1663	2.244353613	1089.255
609	DLBCL_Ly3	13	22218782	22530666	214	0.2941	2.452239691	311.884
610	DLBCL_Ly3	13	22530848	22531503	12	-2.1918	0.437756347	0.655
611	DLBCL_Ly3	13	22536183	36970024	10958	0.29	2.445280555	14433.841
612	DLBCL_Ly3	13	36970212	36982745	15	-1.6707	0.628201808	12.533
613	DLBCL_Ly3	13	36986318	38729370	1295	0.2657	2.404438457	1743.052
614	DLBCL_Ly3	13	38729614	38792231	102	0.6296	3.094271954	62.617
615	DLBCL_Ly3	13	38794154	43467928	3356	0.3164	2.490438871	4673.774
616	DLBCL_Ly3	13	43471373	43912117	352	0.1481	2.216218307	440.744
617	DLBCL_Ly3	13	43917275	45419668	893	0.3314	2.51646756	1502.393
618	DLBCL_Ly3	13	45422828	51487480	3979	0.3854	2.612443797	6064.652
619	DLBCL_Ly3	13	51493166	58267341	3780	0.3196	2.495968972	6774.175
620	DLBCL_Ly3	13	58267577	58268359	3	-1.7	0.615572207	0.782
621	DLBCL_Ly3	13	58270709	71372286	8263	0.3107	2.480618712	13101.577
622	DLBCL_Ly3	13	71374425	71378545	6	-1.5914	0.663698537	4.12
623	DLBCL_Ly3	13	71378594	99691210	19015	0.2834	2.434119505	28312.616
624	DLBCL_Ly3	13	99693842	104654201	4142	0.2229	2.334154407	4960.359
625	DLBCL_Ly3	13	104655315	110035157	4576	0.153	2.223758315	5379.842
626	DLBCL_Ly3	13	110035188	110625605	432	0.335	2.522754818	590.417
627	DLBCL_Ly3	13	110629837	113963660	1682	0.1851	2.273791548	3333.823
628	DLBCL_Ly3	13	113963866	114126487	81	0.3923	2.624968299	162.621
629	DLBCL_Ly3	14	18072112	19290746	96	0.1491	2.217755005	1218.634
630	DLBCL_Ly3	14	19291679	19495688	132	-0.2955	1.629579798	204.009
631	DLBCL_Ly3	14	19495751	21463552	1406	0.0206	2.028762523	1967.801
632	DLBCL_Ly3	14	21463821	21660717	173	0.4226	2.680681837	196.896
633	DLBCL_Ly3	14	21660836	21668322	8	1.274	4.836622703	7.486
634	DLBCL_Ly3	14	21668999	21689618	34	0.162	2.237674202	20.619
635	DLBCL_Ly3	14	21689758	21919601	195	0.7391	3.338268508	229.843
636	DLBCL_Ly3	14	21920601	21921113	5	-0.4004	1.515296379	0.512
637	DLBCL_Ly3	14	21922887	22039491	107	0.7395	3.339194201	116.604
638	DLBCL_Ly3	14	22039606	22067673	38	0.481	2.791421528	28.067
639	DLBCL_Ly3	14	22069230	23563993	913	0.0223	2.031154525	1494.763
640	DLBCL_Ly3	14	23564071	23583745	19	0.724	3.30351066	19.674
641	DLBCL_Ly3	14	23588979	30069548	4079	-0.0761	1.897237119	6480.569
642	DLBCL_Ly3	14	30071863	30110725	12	0.4354	2.704571429	38.862
643	DLBCL_Ly3	14	30113323	31605004	831	0.0287	2.04018503	1491.681
644	DLBCL_Ly3	14	31606182	31679811	31	0.4485	2.729241389	73.629
645	DLBCL_Ly3	14	31681830	33945203	1938	-0.0825	1.888839347	2263.373
646	DLBCL_Ly3	14	33947329	35245240	633	0.1361	2.197860774	1297.911
647	DLBCL_Ly3	14	35248768	40562301	3461	-0.0586	1.920390894	5313.533
648	DLBCL_Ly3	14	40562367	40562533	2	-4.3728	0.096535273	0.166
649	DLBCL_Ly3	14	40566277	46765998	3720	-0.0154	1.978764607	6199.721
650	DLBCL_Ly3	14	46777074	46787185	9	-1.118	0.921464186	10.111
651	DLBCL_Ly3	14	46791662	55221288	5512	-0.0132	1.981784374	8429.626
652	DLBCL_Ly3	14	55223493	57630187	1901	-0.1119	1.850737135	2406.694
653	DLBCL_Ly3	14	57630284	72334416	9507	-0.0095	1.986873469	14704.132
654	DLBCL_Ly3	14	72334962	73065515	408	0.1107	2.159504017	730.553
655	DLBCL_Ly3	14	73070864	73099656	12	0.9948	3.98560849	28.792
656	DLBCL_Ly3	14	73100472	73696435	341	0.0941	2.134798644	595.963
657	DLBCL_Ly3	14	73696793	77618762	2618	-0.0222	1.969459842	3921.969
658	DLBCL_Ly3	14	77621141	79516732	1455	-0.1592	1.791043032	1895.591
659	DLBCL_Ly3	14	79517033	95414240	10866	-0.0498	1.932140491	15897.207
660	DLBCL_Ly3	14	95416335	101112104	4263	-0.1451	1.808633386	5695.769
661	DLBCL_Ly3	14	101113103	105187894	1656	0	2	4074.791
662	DLBCL_Ly3	14	105190672	105238520	8	-1.4795	0.717226153	47.848
663	DLBCL_Ly3	14	105238706	105601397	134	-0.4453	1.46886316	362.691
664	DLBCL_Ly3	14	105601720	105640496	18	0.4732	2.776370298	38.776
665	DLBCL_Ly3	14	105645151	105818132	83	-0.7476	1.191187071	172.981
666	DLBCL_Ly3	14	105821913	105945394	62	-0.186	1.758079122	123.481
667	DLBCL_Ly3	14	105950864	105989141	52	-0.6924	1.237647095	38.277
668	DLBCL_Ly3	14	105989682	106356482	251	-0.1546	1.796762845	366.8
669	DLBCL_Ly3	15	18276329	18466941	50	-0.0772	1.8957911	190.612
670	DLBCL_Ly3	15	18476957	18522238	5	-1.5478	0.684062477	45.281
671	DLBCL_Ly3	15	18524288	18833358	43	-0.0929	1.875272172	309.07
672	DLBCL_Ly3	15	18834160	19503752	279	0.2493	2.377260496	669.592
